gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	dog	animal	hamster	animal	1	11	pug	pug		pug	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	12	smaller	smaller		small_blue_tack	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	dog	animal	kitten	animal	1	13	dalmatian or dalmata	dalmatian or dalmata		dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	14	purple o morado	purple o morado		small_purple_hairdryer	1	TRUE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	15	bigger or mas grande	bigger or mas grande		big_pink_teacup	1	FALSE	TRUE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	grasses	plant	ivy	plant	1	16	girasol or sunflower	girasol or sunflower		sunflower	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	17	bigger green pepper	bigger green pepper		big_green_pepper	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	squirrel	animal	bear	animal	1	18	bald eagle	bald eagle		eagle	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	wardrobe	furniture	bed	furniture	1	19	table	table		diningTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	20	brown	brown		small_brown_jacket	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	snake	animal	bed	furniture	1	21	hummingbird	hummingbird		hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	elephant	animal	dress	clothing	1	22	clown fish	clown fish		clownFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	table	furniture	table	furniture	1	23	table	table		coffeeTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	flower	plant	grasses	plant	1	24	rose	rose		rose	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	bison	animal	pretzels	snack	1	25	bear	bear		blackBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	shirt	clothing	gloves	clothing	1	26	t shirt	t shirt		tShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	27	green	green		big_green_guitar	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	28	bigger pink bicycle	bigger pink bicycle		big_purple_bike	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	ambulance	vehicle	ivy	plant	1	29	car	car		sportsCar	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	supSuff	candy	snack	bathrobe	clothing	1	30	fish	fish		goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	chips	snack	cookies	snack	1	31	skittles	skittles		skittles	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	shirt	clothing	bathrobe	clothing	1	32	polo shirt	polo shirt		poloShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	33	smaller	smaller		small_red_yarn	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	34	bigger	bigger		big_purple_butterfly	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	train	vehicle	ambulance	vehicle	1	35	car	car		convertible	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	36	smaller	smaller		small_red_stapler	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	37	bigger	bigger		big_red_chair	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	38	bigger	bigger		big_orange_cushion	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	kitten	animal	rabbit	animal	1	39	dog	dog		germanShepherd	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	40	smaller	smaller		small_yellow_shoe	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	41	pink	pink		small_pink_framee	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	grasses	plant	ivy	plant	1	42	tulip	tulip		tulip	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	table	furniture	table	furniture	1	43	bench	bench		picnicTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	candy	snack	chips	snack	1	44	gummy bears	gummy bears		gummyBears	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	popcorn	snack	chips	snack	1	45	candies	candies		jellyBeans	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	hamster	animal	shirt	clothing	1	46	parrot	parrot		parrot	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	squirrel	animal	shirt	clothing	1	47	bear	bear		grizzlyBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	supSuff	pretzels	snack	pottedPlant	plant	1	48	panda	panda		pandaBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	table	furniture	bookcase	furniture	1	49	drawer	drawer		bedsideTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	50	smaller__yellow	smaller		small_yellow_napkin	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	51	yellow	yellow		small_yellow_bellpepper	1	FALSE	FALSE	FALSE	TRUE	TRUE
v2J2BjboP65oSJMoy	Spanish	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	52	bigger	bigger		big_blue_candle	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	supSuff	popcorn	snack	rosemary	plant	1	53	shirt	shirt		dressShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	54	purple	purple		small_purple_coathanger	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	55	bigger	bigger		big_purple_bracelet	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	flower	plant	pottedPlant	plant	1	56	white with yellow	white with yellow		daisy	1	FALSE	FALSE	FALSE	TRUE	TRUE
v2J2BjboP65oSJMoy	Spanish	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	57	purple	purple		small_purple_flower	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	58	black	black		big_black_comb	1	FALSE	FALSE	FALSE	TRUE	TRUE
v2J2BjboP65oSJMoy	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	59	bigger	bigger		big_black_turtle	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	60	smaller	smaller		small_white_weddingcake	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	61	bigger	bigger		big_blue_book	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	62	purple	purple		big_purple_rug	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	63	pink	pink		big_pink_balloon	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	64	blue	blue		small_blue_binder	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	subNec	car	vehicle	train	vehicle	1	65	van	van		minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	66	bigger	bigger		big_pink_bucket	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	cow	animal	candy	snack	1	67	swordfish	swordfish		swordFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	68	yellow	yellow		small_orange_pingpongball	1	FALSE	FALSE	FALSE	TRUE	TRUE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	elephant	animal	hamster	animal	1	69	pigeon	pigeon		pigeon	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType2	popcorn	snack	horse	animal	1	70	mand ms	mand ms		mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	71	blue	blue		big_blue_cap	1	FALSE	FALSE	FALSE	TRUE	FALSE
v2J2BjboP65oSJMoy	Spanish	feedback	basicSuffType1	iguana	animal	cow	animal	1	72	catfish	catfish		catfish	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	1	smallest one	smallest one		small_red_yarn	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	dog	animal	sheep	animal	1	2	pug	pug		pug	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	fish	animal	hamster	animal	1	3	eel like fish	eel like fish		catfish	1	FALSE	FALSE	FALSE	TRUE	TRUE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	4	red	red		big_red_bellpepper	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	bear	animal	kitten	animal	1	5	bird__dove	bird		pigeon	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	6	white	white		big_white_weddingcake	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	cookies	snack	shirt	clothing	1	7	dog	dog		germanShepherd	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	socks	clothing	pottedPlant	plant	1	8	shirt	shirt		tShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	cow	animal	horse	animal	1	9	eagle	eagle		eagle	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color42	"NA"	"NA"	"NA"	"NA"	1	10	black turtle	black turtle		big_black_turtle	1	FALSE	FALSE	FALSE	TRUE	TRUE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	11	smallest one	smallest one		small_purple_stapler	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	pottedPlant	plant	gloves	clothing	1	12	sunflower	sunflower		sunflower	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	squirrel	animal	chips	snack	1	13	bird	bird		hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	pig	animal	bookcase	furniture	1	14	bird	bird		parrot	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	shirt	clothing	dress	clothing	1	15	long sleeve shirt	long sleeve shirt		dressShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	car	vehicle	firetruck	vehicle	1	16	audi	audi		sportsCar	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	17	white	white		big_white_shoe	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	table	furniture	lamp	furniture	1	18	coffee tabe	coffee tabe		coffeeTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	19	blue	blue		big_blue_comb	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	motorcycle	vehicle	train	vehicle	1	20	car	car		suv	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	lion	animal	grasses	plant	1	21	fish	fish		swordFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	squirrel	animal	train	vehicle	1	22	table	table		diningTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	23	small green pepper	small green pepper		small_green_pepper	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	24	big orange	big orange		big_orange_napkin	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	dress	clothing	ivy	plant	1	25	gummy bears	gummy bears		gummyBears	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	26	pink	pink		small_pink_teacup	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	gloves	clothing	motorcycle	vehicle	1	27	fish	fish		clownFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	socks	clothing	firetruck	vehicle	1	28	husky	husky		husky	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color44	"NA"	"NA"	"NA"	"NA"	1	29	red	red		small_pink_phone	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color41	"NA"	"NA"	"NA"	"NA"	1	30	grey rock	grey rock		big_grey_rock	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	bison	animal	lamp	furniture	1	31	bear	bear		grizzlyBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	bird	animal	firetruck	vehicle	1	32	m&m's	m&m's		skittles	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	33	big green sweatere	big green sweatere		big_green_jacket	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	34	brown belt	brown belt		big_brown_belt	1	FALSE	FALSE	FALSE	TRUE	TRUE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size43	"NA"	"NA"	"NA"	"NA"	1	35	big red toothbrush	big red toothbrush		big_red_toothbrush	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color43	"NA"	"NA"	"NA"	"NA"	1	36	green	green		small_green_guitar	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	shirt	clothing	socks	clothing	1	37	blue flat shirt	blue flat shirt		poloShirt	1	FALSE	FALSE	FALSE	TRUE	TRUE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	38	orange	orange		small_orange_coathanger	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	motorcycle	vehicle	firetruck	vehicle	1	39	family car	family car		minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	chips	snack	pottedPlant	plant	1	40	bear	bear		pandaBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	41	smaal__small	smaal		small_green_framee	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	bear	animal	dog	animal	1	42	polar bear	polar bear		polarBear	1	FALSE	FALSE	FALSE	TRUE	TRUE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	bookcase	furniture	firetruck	vehicle	1	43	t-shirt	t-shirt		hawaiiShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	44	orange	orange		big_orange_cushion	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color33	"NA"	"NA"	"NA"	"NA"	1	45	pink	pink		small_pink_balloon	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size21	"NA"	"NA"	"NA"	"NA"	1	46	big orange ball	big orange ball		big_orange_pingpongball	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	47	big one	big one		big_blue_butterfly	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size44	"NA"	"NA"	"NA"	"NA"	1	48	big one	big one		big_blue_rug	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	49	small blue book	small blue book		small_blue_book	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size32	"NA"	"NA"	"NA"	"NA"	1	50	small green chair	small green chair		small_green_chair	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	fish	animal	lamp	furniture	1	51	dog	dog		dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	52	small	small		small_blue_binder	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	table	furniture	car	vehicle	1	53	flower	flower		tulip	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	bookcase	furniture	bed	furniture	1	54	camping table	camping table		picnicTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	chips	snack	cookies	snack	1	55	clorful sweets__colorful	clorful sweets		jellyBeans	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	pottedPlant	plant	bathrobe	clothing	1	56	drawer	drawer		bedsideTable	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	57	small red	small red		small_red_bucket	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size31	"NA"	"NA"	"NA"	"NA"	1	58	small blue	small blue		small_blue_scarf	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType1	train	vehicle	firetruck	vehicle	1	59	grey car	grey car		convertible	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size22	"NA"	"NA"	"NA"	"NA"	1	60	small	small		small_purple_billiardball	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color21	"NA"	"NA"	"NA"	"NA"	1	61	pink	pink		big_pink_hairdryer	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size41	"NA"	"NA"	"NA"	"NA"	1	62	small green	small green		small_green_bracelet	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	supSuff	rhino	animal	grasses	plant	1	63	m&m's	m&m's		mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color31	"NA"	"NA"	"NA"	"NA"	1	64	pink	pink		small_purple_bike	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	sheep	animal	dress	clothing	1	65	bear	bear		blackBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	pottedPlant	plant	candy	snack	1	66	red flower	red flower		rose	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size42	"NA"	"NA"	"NA"	"NA"	1	67	small purple	small purple		small_purple_flower	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	basicSuffType2	rosemary	plant	train	vehicle	1	68	white flower	white flower		daisy	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color32	"NA"	"NA"	"NA"	"NA"	1	69	orange	orange		small_orange_cap	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	size33	"NA"	"NA"	"NA"	"NA"	1	70	small	small		small_blue_tack	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	subNec	fish	animal	bear	animal	1	71	orange fish	orange fish		goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
8NHcSDdWKk5ax3mAb	Spanish	feedback	color22	"NA"	"NA"	"NA"	"NA"	1	72	red	red	:)	big_red_candle	1	FALSE	FALSE	FALSE	TRUE	FALSE
